RefEx_Sample_ID	BioSample_ID	Project_Sample_ID
RES00002628	SAMN02790631	GTEX-11UD2-1126-SM-5EQM6
RES00002543	SAMN02787872	GTEX-11UD2-1226-SM-5EQMI
RES00002545	SAMN02792528	GTEX-11UD2-1526-SM-5EQLQ
RES00002548	SAMN02790526	GTEX-11UD2-2526-SM-5CVNU
RES00002842	SAMN02790928	GTEX-11VI4-0001-SM-5S2OI
RES00002748	SAMN02792307	GTEX-11VI4-0006-SM-5N9D8
RES00002843	SAMN02789038	GTEX-11VI4-0126-SM-5GU6Z
RES00002761	SAMN02792235	GTEX-11VI4-0226-SM-5GU6C
RES00002844	SAMN02789371	GTEX-11VI4-0326-SM-5EQ6L
RES00002757	SAMN02790374	GTEX-11VI4-0426-SM-5EGHZ
RES00002756	SAMN02790213	GTEX-11VI4-0526-SM-5EQ48
RES00002845	SAMN02789781	GTEX-11VI4-0626-SM-5EQLO
RES00002846	SAMN02792312	GTEX-11VI4-0726-SM-5GU5B
RES00002847	SAMN02787961	GTEX-11VI4-0826-SM-5GU5N
RES00002848	SAMN02793151	GTEX-11VI4-1026-SM-5EQM1
RES00002754	SAMN02792212	GTEX-11VI4-1126-SM-5EQMD
RES00002849	SAMN02792135	GTEX-11VI4-1226-SM-5EQMP
RES00002850	SAMN02792086	GTEX-11VI4-1426-SM-5GU6O
RES00002758	SAMN02789902	GTEX-11VI4-1526-SM-5EQKC
RES00002851	SAMN02788836	GTEX-11VI4-1626-SM-5EQKO
RES00002750	SAMN02789959	GTEX-11VI4-1726-SM-5CVLH
RES00002841	SAMN02788886	GTEX-11VI4-1926-SM-5CVLI
RES00002753	SAMN02793702	GTEX-11VI4-2026-SM-5CVLJ
RES00002752	SAMN02792925	GTEX-11VI4-2126-SM-5EGI1
RES00002558	SAMN02787618	GTEX-11WQC-0006-SM-5LZVP
RES00002577	SAMN02787633	GTEX-11WQC-0008-SM-5SI6R
RES00002559	SAMN02792333	GTEX-11WQC-0011-R10a-SM-57WCT
RES00002658	SAMN02790674	GTEX-11WQC-0011-R11b-SM-57WD6
RES00002667	SAMN11825830	GTEX-11WQC-0011-R1b-SM-DO932
RES00002723	SAMN11827121	GTEX-11WQC-0011-R2a-SM-DO927
RES00002725	SAMN11824462	GTEX-11WQC-0011-R3a-SM-DO11T
RES00002659	SAMN02787862	GTEX-11WQC-0011-R5a-SM-5BC74
RES00002660	SAMN02787384	GTEX-11WQC-0011-R6a-SM-5BC77
RES00002661	SAMN02789639	GTEX-11WQC-0011-R7b-SM-5BC7A
RES00002662	SAMN02791985	GTEX-11WQC-0011-R8b-SM-57WCH
RES00002568	SAMN02789852	GTEX-11WQC-0626-SM-5EQMF
RES00002663	SAMN02791523	GTEX-11WQC-0726-SM-5EQMR
RES00002589	SAMN02790366	GTEX-11WQC-1726-SM-5GU4W
RES00002572	SAMN02787472	GTEX-11WQC-1826-SM-5GU59
RES00002570	SAMN02788869	GTEX-11WQC-2326-SM-5EQKE
RES00002561	SAMN02789711	GTEX-11WQC-2426-SM-5EQKQ
RES00002560	SAMN02790756	GTEX-11WQC-2526-SM-5CVLE
RES00002562	SAMN02789432	GTEX-11WQC-2626-SM-5CVLF
RES00002563	SAMN02789487	GTEX-11WQC-2726-SM-5CVLG
RES00002564	SAMN02789377	GTEX-11WQC-2826-SM-5GU7A
RES00002537	SAMN02792452	GTEX-11WQK-0005-SM-5O9AV
RES00002620	SAMN02792981	GTEX-11WQK-0008-SM-5SI6T
RES00002629	SAMN02788377	GTEX-11WQK-0011-R10a-SM-5BC6R
RES00002666	SAMN11825005	GTEX-11WQK-0011-R3b-SM-DO93K
RES00002634	SAMN02788104	GTEX-11WQK-0011-R8a-SM-5BC7C
RES00002635	SAMN02787647	GTEX-11WQK-0011-R9b-SM-5BC6N
RES00002623	SAMN02793300	GTEX-11WQK-0226-SM-5EQLI
RES00002621	SAMN02788236	GTEX-11WQK-0326-SM-5EQL1
RES00002555	SAMN02791077	GTEX-11WQK-0526-SM-5EQLD
RES00002556	SAMN02793355	GTEX-11WQK-0726-SM-5GU71
RES00002548	SAMN02790376	GTEX-11WQK-1026-SM-5EQLX
RES00002540	SAMN02787858	GTEX-11WQK-1226-SM-5GU5Z
RES00002547	SAMN02789369	GTEX-11WQK-1526-SM-5EGKN
RES00002543	SAMN02788870	GTEX-11WQK-1826-SM-5EQM2
RES00002545	SAMN02793594	GTEX-11WQK-2226-SM-5CVL7
RES00002627	SAMN02790665	GTEX-11WQK-2426-SM-5GU5C
RES00002546	SAMN02792929	GTEX-11WQK-2626-SM-5EQ4K
RES00002552	SAMN02793304	GTEX-11WQK-2726-SM-5EQMU
RES00002553	SAMN02790235	GTEX-11WQK-2826-SM-5EQKH
RES00002637	SAMN02792881	GTEX-11WQK-2926-SM-5EQKT
RES00002626	SAMN02792592	GTEX-11WQK-3026-SM-5EQL6
RES00002625	SAMN02793807	GTEX-11WQK-3226-SM-5EGI3
RES00002748	SAMN02790464	GTEX-11XUK-0005-SM-5LU9F
RES00002749	SAMN02788251	GTEX-11XUK-0008-SM-5S2WD
RES00002852	SAMN02789836	GTEX-11XUK-0126-SM-5CVLK
RES00002761	SAMN02793066	GTEX-11XUK-0226-SM-5EQLW
RES00002843	SAMN02791493	GTEX-11XUK-0426-SM-5EQML
RES00002757	SAMN02790817	GTEX-11XUK-0626-SM-5N9ES
RES00002845	SAMN02791535	GTEX-11XUK-0726-SM-5EQMX
RES00002756	SAMN02787723	GTEX-11XUK-0826-SM-5GU6P
RES00002847	SAMN02788221	GTEX-11XUK-0926-SM-5EQL3
RES00002846	SAMN02789040	GTEX-11XUK-1326-SM-5EQM4
RES00002851	SAMN02791856	GTEX-11XUK-1426-SM-5EQMG
RES00002848	SAMN02788322	GTEX-11XUK-1626-SM-5GU5O
RES00002849	SAMN02791875	GTEX-11XUK-1726-SM-5GU61
RES00002750	SAMN02789605	GTEX-11XUK-2026-SM-5EQLF
RES00002751	SAMN02789581	GTEX-11XUK-2126-SM-5EQLR
RES00002841	SAMN02789410	GTEX-11XUK-2226-SM-5CVLL
RES00002752	SAMN02792182	GTEX-11XUK-2326-SM-5CVLM
RES00002753	SAMN02791272	GTEX-11XUK-2426-SM-5GU72
RES00002522	SAMN02793261	GTEX-11ZTS-0005-SM-5NQ8A
RES00002591	SAMN02789838	GTEX-11ZTS-0008-SM-5S2VC
RES00002523	SAMN11827344	GTEX-11ZTS-0011-R10a-SM-DO93S
RES00002692	SAMN11824187	GTEX-11ZTS-0011-R11a-SM-DO113
RES00002726	SAMN02788097	GTEX-11ZTS-0011-R1a-SM-5BC71
RES00002693	SAMN02792038	GTEX-11ZTS-0011-R2b-SM-5BC75
RES00002727	SAMN02787230	GTEX-11ZTS-0011-R3a-SM-5BC78
RES00002694	SAMN02790398	GTEX-11ZTS-0011-R8a-SM-57WDI
RES00002695	SAMN11824280	GTEX-11ZTS-0011-R9b-SM-DO93Q
RES00002606	SAMN02788159	GTEX-11ZTS-0126-SM-5EQ6M
RES00002524	SAMN02792602	GTEX-11ZTS-0226-SM-5EQKD
RES00002526	SAMN02793481	GTEX-11ZTS-0326-SM-5EQKP
RES00002525	SAMN02788916	GTEX-11ZTS-0526-SM-5CVL9
RES00002598	SAMN02792265	GTEX-11ZTS-0826-SM-5EQ49
RES00002527	SAMN02792320	GTEX-11ZTS-1026-SM-5LU8O
RES00002593	SAMN02790600	GTEX-11ZTS-1126-SM-5LU9X
RES00002592	SAMN02787972	GTEX-11ZTS-1226-SM-5EQMQ
RES00002529	SAMN02787586	GTEX-11ZTS-1326-SM-5EQMA
RES00002731	SAMN02788989	GTEX-11ZTS-1426-SM-5EQMM
RES00002600	SAMN02787678	GTEX-11ZTS-1526-SM-5N9G7
RES00002530	SAMN02791354	GTEX-11ZTS-1926-SM-5CVLA
RES00002531	SAMN02790024	GTEX-11ZTS-2326-SM-5EQMY
RES00002603	SAMN02792336	GTEX-11ZTS-2626-SM-5EGIC
RES00002604	SAMN02791430	GTEX-11ZTS-2726-SM-5EQLU
RES00002535	SAMN02790522	GTEX-11ZTS-3026-SM-5EQM7
RES00002608	SAMN02789880	GTEX-11ZTS-3226-SM-5EGID
RES00002607	SAMN02792144	GTEX-11ZTS-3326-SM-5LU9Y
RES00002590	SAMN02787368	GTEX-11ZTT-0002-SM-5S2PA
RES00002522	SAMN02787675	GTEX-11ZTT-0006-SM-5N9FX
RES00002591	SAMN02790497	GTEX-11ZTT-0008-SM-5S2TZ
RES00002527	SAMN02787778	GTEX-11ZTT-0426-SM-5EQLK
RES00002528	SAMN02788424	GTEX-11ZTT-0526-SM-5EQLA
RES00002592	SAMN02793298	GTEX-11ZTT-0626-SM-5EQLM
RES00002602	SAMN02788898	GTEX-11ZTT-0926-SM-5EQMS
RES00002593	SAMN02787649	GTEX-11ZTT-1026-SM-5EQKF
RES00002600	SAMN02791327	GTEX-11ZTT-1626-SM-5EQKR
RES00002531	SAMN02789114	GTEX-11ZTT-1726-SM-5EQL4
RES00002530	SAMN02791291	GTEX-11ZTT-1826-SM-5CVLN
RES00002534	SAMN02791249	GTEX-11ZTT-2126-SM-5CVLO
RES00002535	SAMN02788275	GTEX-11ZTT-2226-SM-5CVLP
RES00002533	SAMN02787982	GTEX-11ZTT-2326-SM-5EQLG
RES00002606	SAMN02793190	GTEX-11ZTT-2426-SM-5EQLS
RES00002524	SAMN02787640	GTEX-11ZTT-2526-SM-5EQM9
RES00002525	SAMN02788731	GTEX-11ZTT-2626-SM-5EQKK
RES00002558	SAMN02790350	GTEX-11ZU8-0005-SM-5PNU5
RES00002577	SAMN02792910	GTEX-11ZU8-0008-SM-5S2VO
RES00002796	SAMN02790878	GTEX-11ZU8-0011-R4a-SM-5BC6Y
RES00002572	SAMN02792939	GTEX-11ZU8-0126-SM-5EQ58
RES00002588	SAMN02791644	GTEX-11ZU8-1126-SM-5EQ5K
RES00002582	SAMN02789010	GTEX-11ZU8-1526-SM-5EGHX
RES00002562	SAMN02789204	GTEX-11ZU8-2326-SM-5EQMJ
RES00002561	SAMN02790579	GTEX-11ZU8-2426-SM-5EQMV
RES00002560	SAMN02789341	GTEX-11ZU8-2526-SM-5EQKI
RES00002564	SAMN02788818	GTEX-11ZU8-2626-SM-5EQLL
RES00002697	SAMN02788608	GTEX-11ZUS-0006-SM-5O9AJ
RES00002698	SAMN02789155	GTEX-11ZUS-0008-SM-5S2UO
RES00002854	SAMN02791911	GTEX-11ZUS-0011-R11b-SM-5BC7B
RES00002855	SAMN02788286	GTEX-11ZUS-0011-R8a-SM-5BC73
RES00002856	SAMN02790396	GTEX-11ZUS-0011-R9b-SM-5BC76
RES00002700	SAMN02792773	GTEX-11ZUS-0126-SM-5EQM5
RES00002764	SAMN02793751	GTEX-11ZUS-0226-SM-5FQT8
RES00002763	SAMN02792430	GTEX-11ZUS-0326-SM-5EQ4W
RES00002857	SAMN02790189	GTEX-11ZUS-0526-SM-59884
RES00002721	SAMN02791185	GTEX-11ZUS-0626-SM-59885
RES00002722	SAMN02789854	GTEX-11ZUS-0726-SM-59886
RES00002715	SAMN02789424	GTEX-11ZUS-0826-SM-5FQUY
RES00002705	SAMN02792476	GTEX-11ZUS-0926-SM-5FQSY
RES00002720	SAMN02789677	GTEX-11ZUS-1226-SM-5FQU8
RES00002719	SAMN02787879	GTEX-11ZUS-1326-SM-5FQUC
RES00002718	SAMN02793775	GTEX-11ZUS-1426-SM-5FQSP
RES00002708	SAMN02790991	GTEX-11ZUS-1826-SM-5FQTR
RES00002714	SAMN02791176	GTEX-11ZUS-2126-SM-5N9E6
RES00002702	SAMN02793093	GTEX-11ZUS-2526-SM-59872
RES00002713	SAMN02789399	GTEX-11ZUS-2626-SM-5FQUR
RES00002716	SAMN02787407	GTEX-11ZUS-2726-SM-5FQUA
RES00002858	SAMN02789509	GTEX-11ZUS-2826-SM-5EQKW
RES00002859	SAMN02790483	GTEX-11ZUS-2926-SM-5FQSL
RES00002860	SAMN02789166	GTEX-11ZUS-3026-SM-5EGI4
RES00002609	SAMN04596582	GTEX-11ZVC-0006-SM-5N9GA
RES00002861	SAMN02792400	GTEX-11ZVC-0011-R1b-SM-5BC6M
RES00002862	SAMN02787808	GTEX-11ZVC-0011-R3a-SM-5BC6V
RES00002863	SAMN02793143	GTEX-11ZVC-0011-R4a-SM-5BC6Z
RES00002864	SAMN02790531	GTEX-11ZVC-0011-R9a-SM-57WC5
RES00002611	SAMN02787457	GTEX-11ZVC-0126-SM-5986G
RES00002733	SAMN04596252	GTEX-11ZVC-0226-SM-731E8
RES00002735	SAMN02787431	GTEX-11ZVC-0326-SM-5CVLC
RES00002736	SAMN02792522	GTEX-11ZVC-0426-SM-5CVLD
RES00002865	SAMN02789553	GTEX-11ZVC-0526-SM-5N9G1
RES00002866	SAMN02793819	GTEX-11ZVC-0726-SM-5FQT9
RES00002744	SAMN02788175	GTEX-11ZVC-1426-SM-5EGGA
RES00002739	SAMN02793339	GTEX-11ZVC-2126-SM-5EGJ1
RES00002617	SAMN02789306	GTEX-11ZVC-2526-SM-5FQTE
RES00002747	SAMN02789026	GTEX-11ZVC-2626-SM-5FQTA
RES00002618	SAMN02792559	GTEX-11ZVC-2726-SM-5FQSZ
RES00002867	SAMN02793579	GTEX-11ZVC-2826-SM-5FQTC
RES00002746	SAMN02792728	GTEX-11ZVC-2926-SM-5986H
RES00002868	SAMN02793002	GTEX-11ZVC-3026-SM-59HJM
RES00002619	SAMN02789382	GTEX-11ZVC-3226-SM-5FQV1
RES00002590	SAMN02791987	GTEX-1211K-0001-SM-5S2P9
RES00002522	SAMN02792940	GTEX-1211K-0006-SM-5MR53
RES00002591	SAMN02788372	GTEX-1211K-0008-SM-5S2W1
RES00002594	SAMN02788443	GTEX-1211K-0126-SM-59HJE
RES00002528	SAMN02789351	GTEX-1211K-0226-SM-59HJY
RES00002598	SAMN02793400	GTEX-1211K-0326-SM-5FQT1
RES00002595	SAMN02789887	GTEX-1211K-0426-SM-5FQTP
RES00002597	SAMN02792897	GTEX-1211K-0626-SM-5FQUZ
RES00002593	SAMN02789592	GTEX-1211K-0726-SM-5FQUW
RES00002592	SAMN02790431	GTEX-1211K-0826-SM-5FQUP
RES00002603	SAMN02790479	GTEX-1211K-0926-SM-5FQTL
RES00002602	SAMN02787819	GTEX-1211K-1026-SM-5EQ4B
RES00002596	SAMN02789397	GTEX-1211K-1126-SM-5EGGB
RES00002529	SAMN02790333	GTEX-1211K-1226-SM-5EQ4N
RES00002604	SAMN02791396	GTEX-1211K-1326-SM-5FQV2
RES00002605	SAMN02788988	GTEX-1211K-1426-SM-5FQTF
RES00002534	SAMN02793478	GTEX-1211K-1526-SM-5FQU4
RES00002601	SAMN02789414	GTEX-1211K-1726-SM-5FQUJ
RES00002600	SAMN02788330	GTEX-1211K-1826-SM-5EGJ2
RES00002533	SAMN02791845	GTEX-1211K-1926-SM-5EQLB
RES00002606	SAMN02788884	GTEX-1211K-2026-SM-5EQ4Z
RES00002525	SAMN02791199	GTEX-1211K-2126-SM-59HJZ
RES00002524	SAMN02787382	GTEX-1211K-2226-SM-5FQU6
RES00002657	SAMN02788581	GTEX-1211K-2326-SM-5FQU7
RES00002526	SAMN02787751	GTEX-1211K-2426-SM-59HL8
RES00002765	SAMN02790476	GTEX-12126-0006-SM-5O9B8
RES00002766	SAMN02791083	GTEX-12126-0008-SM-5S2UC
RES00002869	SAMN02789802	GTEX-12126-0011-R10b-SM-5BC6T
RES00002870	SAMN02791782	GTEX-12126-0011-R11a-SM-5BC6X
RES00002871	SAMN02788198	GTEX-12126-0011-R9b-SM-5BC6P
RES00002783	SAMN02787289	GTEX-12126-0326-SM-5PNW3
RES00002827	SAMN02792584	GTEX-12126-0426-SM-5Q5AP
RES00002782	SAMN02793717	GTEX-12126-0526-SM-5PNW4
RES00002781	SAMN02789063	GTEX-12126-0626-SM-5Q5AQ
RES00002834	SAMN02788980	GTEX-12126-0726-SM-5FQTX
RES00002772	SAMN02790812	GTEX-12126-0826-SM-5FQTZ
RES00002872	SAMN02790239	GTEX-12126-0926-SM-5FQTW
RES00002873	SAMN02791997	GTEX-12126-1026-SM-5P9JJ
RES00002874	SAMN02789210	GTEX-12126-1126-SM-5P9GP
RES00002795	SAMN02793818	GTEX-1212Z-0002-SM-5SI6W
RES00002558	SAMN02788923	GTEX-1212Z-0006-SM-5NQ8M
RES00002577	SAMN04595653	GTEX-1212Z-0008-SM-5TDBW
RES00002667	SAMN02793597	GTEX-1212Z-0011-R1b-SM-5BC72
RES00002572	SAMN02789094	GTEX-1212Z-0126-SM-59HK4
RES00002663	SAMN02791142	GTEX-1212Z-0226-SM-59HLF
RES00002570	SAMN02789073	GTEX-1212Z-0326-SM-5FQSJ
RES00002567	SAMN02789825	GTEX-1212Z-0426-SM-5FQT6
RES00002586	SAMN02788321	GTEX-1212Z-0526-SM-5FQSQ
RES00002566	SAMN02791118	GTEX-1212Z-0626-SM-5FQTB
RES00002565	SAMN02790912	GTEX-1212Z-0726-SM-5EGI5
RES00002580	SAMN02793076	GTEX-1212Z-0826-SM-5EQ51
RES00002568	SAMN02790336	GTEX-1212Z-1026-SM-5EGJ8
RES00002588	SAMN02791322	GTEX-1212Z-1826-SM-5FQSH
RES00002583	SAMN02789358	GTEX-1212Z-2026-SM-5N9EA
RES00002582	SAMN02793804	GTEX-1212Z-2126-SM-5FQTM
RES00002561	SAMN02793325	GTEX-1212Z-2426-SM-5EQ5D
RES00002560	SAMN02793377	GTEX-1212Z-2526-SM-5EGKP
RES00002562	SAMN04595920	GTEX-1212Z-2626-SM-5YY8P
RES00002564	SAMN02789146	GTEX-1212Z-2726-SM-5EQ59
RES00002563	SAMN02789251	GTEX-1212Z-2826-SM-59HJ5
RES00002574	SAMN02790113	GTEX-1212Z-2926-SM-59HKV
RES00002639	SAMN02788845	GTEX-12584-0005-SM-5N9GM
RES00002640	SAMN04597892	GTEX-12584-0008-SM-664MB
RES00002645	SAMN02793495	GTEX-12584-0011-R6a-SM-5NQ7C
RES00002647	SAMN02787547	GTEX-12584-0126-SM-5EGKQ
RES00002648	SAMN02791839	GTEX-12584-0226-SM-5EQL5
RES00002649	SAMN02792623	GTEX-12584-0326-SM-59HK2
RES00002650	SAMN02787666	GTEX-12584-0426-SM-5FQTT
RES00002652	SAMN02791051	GTEX-12584-0526-SM-5FQTS
RES00002653	SAMN02790620	GTEX-12584-0726-SM-5FQTK
RES00002793	SAMN02787315	GTEX-12584-0826-SM-5FQSK
RES00002787	SAMN02787527	GTEX-12584-0926-SM-5FQTN
RES00002786	SAMN02787229	GTEX-12584-1026-SM-59HK3
RES00002788	SAMN02788386	GTEX-12584-1426-SM-5EGJ9
RES00002875	SAMN02792342	GTEX-12584-2126-SM-5FQUM
RES00002656	SAMN02793024	GTEX-12584-3126-SM-5EGKR
RES00002795	SAMN02792567	GTEX-12696-0002-SM-5SI6U
RES00002558	SAMN02792724	GTEX-12696-0005-SM-5LZYS
RES00002577	SAMN04595595	GTEX-12696-0008-SM-5TDBX
RES00002572	SAMN02787629	GTEX-12696-0126-SM-5EQ4L
RES00002570	SAMN02793781	GTEX-12696-0226-SM-5EGL3
RES00002567	SAMN02788774	GTEX-12696-0326-SM-5EGL4
RES00002580	SAMN02792844	GTEX-12696-0426-SM-5EGL5
RES00002664	SAMN02792756	GTEX-12696-0526-SM-5EQ3Z
RES00002579	SAMN02790663	GTEX-12696-0626-SM-5EGGD
RES00002663	SAMN02787757	GTEX-12696-0826-SM-5EGGE
RES00002724	SAMN02789475	GTEX-12696-0926-SM-5FQTV
RES00002568	SAMN02793158	GTEX-12696-1026-SM-5FQUV
RES00002566	SAMN02790803	GTEX-12696-1126-SM-5FQTI
RES00002565	SAMN02791184	GTEX-12696-1226-SM-5FQSM
RES00002582	SAMN02790500	GTEX-12696-1326-SM-5FQTJ
RES00002583	SAMN02793536	GTEX-12696-1426-SM-5EGJ6
RES00002581	SAMN02788118	GTEX-12696-1526-SM-5EGL6
RES00002584	SAMN02787918	GTEX-12696-1726-SM-5EQLH
RES00002586	SAMN02792826	GTEX-12696-1826-SM-5EGJS
RES00002588	SAMN02790461	GTEX-12696-1926-SM-5EGJT
RES00002571	SAMN02790956	GTEX-12696-2226-SM-5EQ65
RES00002560	SAMN02787452	GTEX-12696-2426-SM-5EQ6H
RES00002561	SAMN02787214	GTEX-12696-2526-SM-5EQLN
RES00002564	SAMN02788743	GTEX-12696-2626-SM-5EQ44
RES00002563	SAMN02790873	GTEX-12696-2726-SM-5FQUL
RES00002562	SAMN02791645	GTEX-12696-2826-SM-5FQTY
RES00002574	SAMN02790623	GTEX-12696-3126-SM-5FQUX
RES00002590	SAMN02793784	GTEX-1269C-0003-SM-5S2PB
RES00002522	SAMN02790760	GTEX-1269C-0005-SM-5N9CJ
RES00002591	SAMN04596270	GTEX-1269C-0008-SM-5TDBY
RES00002534	SAMN02788857	GTEX-1269C-0126-SM-5EQ5L
RES00002593	SAMN02789453	GTEX-1269C-0226-SM-5EGKS
RES00002731	SAMN02787893	GTEX-1269C-0626-SM-5FQSS
RES00002597	SAMN02790695	GTEX-1269C-0826-SM-5N9EM
RES00002592	SAMN02790460	GTEX-1269C-0926-SM-5FQSR
RES00002603	SAMN02787524	GTEX-1269C-1026-SM-5N9EY
RES00002530	SAMN02787370	GTEX-1269C-1826-SM-5N9E1
RES00002533	SAMN02787267	GTEX-1269C-2426-SM-5FQSN
RES00002606	SAMN02789725	GTEX-1269C-2526-SM-5EGJ3
RES00002525	SAMN02793154	GTEX-1269C-2626-SM-5EQ5C
RES00002524	SAMN02792823	GTEX-1269C-2726-SM-5EGJ4
RES00002526	SAMN02791424	GTEX-1269C-2826-SM-5EQ5O
RES00002608	SAMN02790821	GTEX-1269C-3126-SM-5EGI6
RES00002607	SAMN02792044	GTEX-1269C-3226-SM-5EGKT
RES00002795	SAMN02792907	GTEX-12BJ1-0003-SM-5SI6V
RES00002558	SAMN02789697	GTEX-12BJ1-0006-SM-5SIB5
RES00002577	SAMN04597816	GTEX-12BJ1-0008-SM-5TDBZ
RES00002566	SAMN02787496	GTEX-12BJ1-0226-SM-5LUA2
RES00002565	SAMN02789667	GTEX-12BJ1-0326-SM-5FQUB
RES00002567	SAMN02788964	GTEX-12BJ1-0426-SM-5FQSO
RES00002579	SAMN02790972	GTEX-12BJ1-0526-SM-5FQUD
RES00002569	SAMN02791016	GTEX-12BJ1-0726-SM-5EGGF
RES00002586	SAMN02788648	GTEX-12BJ1-0826-SM-5EQ5P
RES00002572	SAMN02790356	GTEX-12BJ1-0926-SM-5EQ62
RES00002568	SAMN02789921	GTEX-12BJ1-1026-SM-5EGJA
RES00002585	SAMN02791338	GTEX-12BJ1-1126-SM-5EGGG
RES00002571	SAMN02788174	GTEX-12BJ1-1226-SM-5LUAE
RES00002570	SAMN02789009	GTEX-12BJ1-1326-SM-5BC5P
RES00002583	SAMN02792514	GTEX-12BJ1-1426-SM-5BC5Q
RES00002581	SAMN02792713	GTEX-12BJ1-1526-SM-5LUAQ
RES00002582	SAMN02790401	GTEX-12BJ1-1626-SM-5HL8Y
RES00002584	SAMN02790494	GTEX-12BJ1-1726-SM-5HL9B
RES00002589	SAMN02788786	GTEX-12BJ1-1826-SM-5HL9N
RES00002587	SAMN02792746	GTEX-12BJ1-1926-SM-5HL9Z
RES00002588	SAMN02787380	GTEX-12BJ1-2026-SM-5FQUH
RES00002578	SAMN02790627	GTEX-12BJ1-2126-SM-5BC5O
RES00002573	SAMN02790031	GTEX-12BJ1-2226-SM-5BC6G
RES00002562	SAMN02789466	GTEX-12BJ1-2526-SM-5FQUE
RES00002564	SAMN02792080	GTEX-12BJ1-2626-SM-5FQUF
RES00002563	SAMN02793116	GTEX-12BJ1-2726-SM-5HL9M
RES00002829	SAMN02792817	GTEX-12C56-0002-SM-5S2PC
RES00002765	SAMN02787240	GTEX-12C56-0006-SM-5N9E9
RES00002766	SAMN04598097	GTEX-12C56-0008-SM-5TDC1
RES00002822	SAMN02788178	GTEX-12C56-0226-SM-5N9FB
RES00002824	SAMN02790192	GTEX-12C56-0426-SM-5FQU1
RES00002778	SAMN02787512	GTEX-12C56-0526-SM-5FQST
RES00002779	SAMN02791798	GTEX-12C56-0626-SM-5EGGC
RES00002823	SAMN02793516	GTEX-12C56-0826-SM-5EGJ5
RES00002777	SAMN02790889	GTEX-12C56-1126-SM-5FQTO
RES00002776	SAMN02788684	GTEX-12C56-1226-SM-5FQSU
RES00002773	SAMN02789763	GTEX-12C56-1326-SM-5FQSV
RES00002775	SAMN02788539	GTEX-12C56-1426-SM-5FQSW
RES00002772	SAMN02793576	GTEX-12C56-1526-SM-5FQUQ
RES00002827	SAMN02789691	GTEX-12C56-1626-SM-5FQUO
RES00002783	SAMN02790565	GTEX-12C56-1726-SM-5EQ61
RES00002781	SAMN02790642	GTEX-12C56-1826-SM-5EQ6D
RES00002782	SAMN02791085	GTEX-12C56-1926-SM-5FQUG
RES00002834	SAMN02789994	GTEX-12C56-2026-SM-5FQSI
RES00002697	SAMN02790634	GTEX-12KS4-0005-SM-5SI94
RES00002698	SAMN04598264	GTEX-12KS4-0008-SM-664MC
RES00002715	SAMN02793054	GTEX-12KS4-0126-SM-5Q5A5
RES00002721	SAMN02790769	GTEX-12KS4-0326-SM-5EQ41
RES00002722	SAMN02788077	GTEX-12KS4-0426-SM-5EQMC
RES00002762	SAMN02791028	GTEX-12KS4-0626-SM-5PNY4
RES00002700	SAMN02790163	GTEX-12KS4-0726-SM-5FQSX
RES00002718	SAMN02788714	GTEX-12KS4-0826-SM-5BC5R
RES00002704	SAMN02787523	GTEX-12KS4-0926-SM-5BC5S
RES00002705	SAMN02791042	GTEX-12KS4-1026-SM-5FQTD
RES00002720	SAMN02791600	GTEX-12KS4-1126-SM-5FQUI
RES00002702	SAMN02792984	GTEX-12KS4-1326-SM-5LUB3
RES00002708	SAMN02792487	GTEX-12KS4-1526-SM-5EQ6E
RES00002713	SAMN02788300	GTEX-12KS4-2126-SM-5FQUT
RES00002712	SAMN02790567	GTEX-12KS4-2326-SM-5EGJB
RES00002711	SAMN02787449	GTEX-12KS4-2426-SM-5LU8P
RES00002577	SAMN04597429	GTEX-12WSA-0008-SM-5TDC3
RES00002559	SAMN02792033	GTEX-12WSA-0011-R10b-SM-5P9ET
RES00002723	SAMN02789695	GTEX-12WSA-0011-R2a-SM-57WDK
RES00002796	SAMN02787247	GTEX-12WSA-0011-R4a-SM-57WB7
RES00002659	SAMN02788905	GTEX-12WSA-0011-R5b-SM-5GU5I
RES00002661	SAMN02792220	GTEX-12WSA-0011-R7b-SM-5GU5U
RES00002662	SAMN02787738	GTEX-12WSA-0011-R8a-SM-5P9EX
RES00002560	SAMN02792544	GTEX-12WSA-0226-SM-5BC5V
RES00002561	SAMN02788657	GTEX-12WSA-0326-SM-5BC6I
RES00002572	SAMN02791991	GTEX-12WSA-0426-SM-5EQ5X
RES00002562	SAMN02793420	GTEX-12WSA-0726-SM-5FQU2
RES00002568	SAMN02787793	GTEX-12WSA-1026-SM-5EGHN
RES00002565	SAMN02792074	GTEX-12WSA-1126-SM-5EGKU
RES00002582	SAMN02788890	GTEX-12WSA-1426-SM-5EGJU
RES00002586	SAMN02791084	GTEX-12WSA-1626-SM-5EGJV
RES00002575	SAMN02788635	GTEX-12WSA-2926-SM-5EQ4D
RES00002537	SAMN02791768	GTEX-12WSC-0005-SM-5MR3H
RES00002620	SAMN04598459	GTEX-12WSC-0008-SM-664MK
RES00002629	SAMN02788184	GTEX-12WSC-0011-R10a-SM-5GU57
RES00002630	SAMN02787954	GTEX-12WSC-0011-R11a-SM-5GU5J
RES00002666	SAMN02791962	GTEX-12WSC-0011-R3a-SM-5P9F1
