RefEx_Sample_ID	BioSample_ID	Project_Sample_ID
RES00002667	SAMN11826674	GTEX-1B8SF-0011-R1b-SM-7P8Q8
RES00002659	SAMN04596884	GTEX-1B8SF-0011-R5a-SM-79OOO
RES00002660	SAMN11826576	GTEX-1B8SF-0011-R6b-SM-7MXUD
RES00002661	SAMN11825303	GTEX-1B8SF-0011-R7b-SM-9OSVM
RES00002662	SAMN11826269	GTEX-1B8SF-0011-R8b-SM-7P8SX
RES00002572	SAMN04598916	GTEX-1B8SF-0126-SM-7DUG3
RES00002564	SAMN04599127	GTEX-1B8SF-0326-SM-7EWEN
RES00002562	SAMN04597958	GTEX-1B8SF-0426-SM-79OL4
RES00002561	SAMN04598293	GTEX-1B8SF-0526-SM-7939F
RES00002567	SAMN04598800	GTEX-1B8SF-0626-SM-73KVV
RES00002563	SAMN04599096	GTEX-1B8SF-0726-SM-73KYZ
RES00002568	SAMN04596298	GTEX-1B8SF-0826-SM-73KW8
RES00002565	SAMN04596463	GTEX-1B8SF-1326-SM-7IGQJ
RES00002560	SAMN04598185	GTEX-1B8SF-1426-SM-7DUGL
RES00002586	SAMN04598061	GTEX-1B8SF-1726-SM-73KZ5
RES00002573	SAMN04596427	GTEX-1B8SF-1826-SM-731DJ
RES00002570	SAMN04596810	GTEX-1B8SF-2926-SM-731DL
RES00002576	SAMN04598603	GTEX-1B8SF-3026-SM-731DX
RES00002575	SAMN04596955	GTEX-1B8SF-3126-SM-73KU1
RES00002537	SAMN04598600	GTEX-1B8SG-0006-SM-7MKFA
RES00002620	SAMN11830137	GTEX-1B8SG-0008-SM-EXOHS
RES00002630	SAMN11829108	GTEX-1B8SG-0011-R11a-SM-7P8PF
RES00002665	SAMN04596208	GTEX-1B8SG-0011-R2b-SM-79OOT
RES00002634	SAMN04598758	GTEX-1B8SG-0011-R8b-SM-7IGNW
RES00002555	SAMN04596517	GTEX-1B8SG-0126-SM-73KZ3
RES00002554	SAMN04595675	GTEX-1B8SG-0226-SM-7939Q
RES00002556	SAMN04596136	GTEX-1B8SG-0326-SM-73KXW
RES00002557	SAMN04597739	GTEX-1B8SG-0426-SM-73KY9
RES00002624	SAMN04598658	GTEX-1B8SG-0526-SM-73KWP
RES00002621	SAMN04596176	GTEX-1B8SG-0626-SM-79OL3
RES00002623	SAMN04597203	GTEX-1B8SG-0726-SM-79ONS
RES00002622	SAMN04597991	GTEX-1B8SG-0826-SM-7EWF7
RES00002628	SAMN04598945	GTEX-1B8SG-0926-SM-73KV6
RES00002539	SAMN04598201	GTEX-1B8SG-1126-SM-7IGMT
RES00002627	SAMN04597478	GTEX-1B8SG-1226-SM-7IGPF
RES00002636	SAMN04595525	GTEX-1B8SG-1326-SM-79ONT
RES00002547	SAMN04595769	GTEX-1B8SG-1426-SM-7EWEM
RES00002626	SAMN04595817	GTEX-1B8SG-1726-SM-73KXK
RES00002625	SAMN04596353	GTEX-1B8SG-1826-SM-731F3
RES00002638	SAMN04596946	GTEX-1B8SG-1926-SM-73KUB
RES00002748	SAMN11829984	GTEX-1B932-0005-SM-9KNTP
RES00002749	SAMN11826338	GTEX-1B932-0008-SM-EXOHW
RES00002751	SAMN11829283	GTEX-1B932-0226-SM-7PBYH
RES00002752	SAMN04596678	GTEX-1B932-0326-SM-7IGMV
RES00002753	SAMN04596597	GTEX-1B932-0426-SM-73KX4
RES00002841	SAMN04598924	GTEX-1B932-0526-SM-73KU7
RES00002965	SAMN04596845	GTEX-1B932-0626-SM-731EM
RES00002755	SAMN04597581	GTEX-1B932-0726-SM-731EY
RES00002759	SAMN04596659	GTEX-1B932-0826-SM-73KXG
RES00002761	SAMN04597456	GTEX-1B932-0926-SM-73KUP
RES00002906	SAMN04596746	GTEX-1B932-1026-SM-793CL
RES00002907	SAMN11827923	GTEX-1B932-1226-SM-7PBYN
RES00002760	SAMN04598159	GTEX-1B932-1326-SM-79OM4
RES00002976	SAMN04597026	GTEX-1B932-1426-SM-793AN
RES00002757	SAMN04598667	GTEX-1B932-1626-SM-731EA
RES00002849	SAMN04596393	GTEX-1B932-1726-SM-793A5
RES00002847	SAMN04597253	GTEX-1B932-1926-SM-79OOA
RES00002850	SAMN04596002	GTEX-1B932-2126-SM-7IGMU
RES00002754	SAMN04598397	GTEX-1B932-2326-SM-79OL5
RES00002845	SAMN04598759	GTEX-1B932-2626-SM-73KWR
RES00002908	SAMN04597112	GTEX-1B932-2726-SM-731ER
RES00002758	SAMN04598001	GTEX-1B932-2826-SM-73KUD
RES00002609	SAMN11827336	GTEX-1B933-0006-SM-7P8OP
RES00002610	SAMN11830738	GTEX-1B933-0008-SM-EXOHV
RES00002876	SAMN11823615	GTEX-1B933-0011-R10b-SM-9OSVN
RES00002925	SAMN11825277	GTEX-1B933-0011-R11a-SM-7P8PM
RES00002861	SAMN11826215	GTEX-1B933-0011-R1b-SM-9QEGW
RES00002877	SAMN04598322	GTEX-1B933-0011-R2b-SM-7IGNM
RES00002862	SAMN11825263	GTEX-1B933-0011-R3b-SM-7P8PL
RES00002878	SAMN11823656	GTEX-1B933-0011-R5b-SM-7P8SA
RES00002879	SAMN04596491	GTEX-1B933-0011-R6b-SM-79OOQ
RES00002926	SAMN04598320	GTEX-1B933-0011-R7a-SM-7DUGX
RES00002927	SAMN11826651	GTEX-1B933-0011-R8a-SM-9QEGX
RES00002864	SAMN04598757	GTEX-1B933-0011-R9a-SM-79OOR
RES00002617	SAMN11830555	GTEX-1B933-0126-SM-7PC29
RES00002867	SAMN11827590	GTEX-1B933-0226-SM-7SB6Z
RES00002746	SAMN11826328	GTEX-1B933-0326-SM-7SB71
RES00002618	SAMN04596206	GTEX-1B933-0426-SM-7DHMC
RES00002747	SAMN04598639	GTEX-1B933-0526-SM-7EPHM
RES00002865	SAMN04599020	GTEX-1B933-0826-SM-79OMW
RES00002733	SAMN11828426	GTEX-1B933-0926-SM-9OSVH
RES00002611	SAMN11828601	GTEX-1B933-1026-SM-7P8RO
RES00002735	SAMN04597737	GTEX-1B933-1126-SM-73KX2
RES00002866	SAMN04596048	GTEX-1B933-1226-SM-731DW
RES00002612	SAMN04596218	GTEX-1B933-1326-SM-7939U
RES00002734	SAMN04598114	GTEX-1B933-1726-SM-731FC
RES00002613	SAMN04597900	GTEX-1B933-1926-SM-73KUN
RES00002741	SAMN04597158	GTEX-1B933-2026-SM-7EWFC
RES00002744	SAMN11829187	GTEX-1B933-2126-SM-7MGXR
RES00002880	SAMN04596785	GTEX-1B933-2426-SM-7DHMD
RES00002745	SAMN04595891	GTEX-1B933-2526-SM-7IGO5
RES00002619	SAMN04598421	GTEX-1B933-2926-SM-731FO
RES00002868	SAMN04597613	GTEX-1B933-3026-SM-731DB
RES00002881	SAMN11826474	GTEX-1B933-3126-SM-7P8RL
RES00002639	SAMN11828991	GTEX-1B97I-0005-SM-7PC1M
RES00002640	SAMN11830294	GTEX-1B97I-0008-SM-EXOHX
RES00002911	SAMN04596089	GTEX-1B97I-0126-SM-731DH
RES00002788	SAMN04598123	GTEX-1B97I-0226-SM-73KVO
RES00002793	SAMN04597084	GTEX-1B97I-0326-SM-7DUGB
RES00002651	SAMN04597526	GTEX-1B97I-0426-SM-79OL7
RES00002875	SAMN04596693	GTEX-1B97I-0526-SM-73KXE
RES00002653	SAMN04596339	GTEX-1B97I-0626-SM-73KUZ
RES00002794	SAMN04597732	GTEX-1B97I-0826-SM-731DN
RES00002916	SAMN04597277	GTEX-1B97I-0926-SM-731DZ
RES00002790	SAMN04597095	GTEX-1B97I-1026-SM-73KVC
RES00002928	SAMN11826736	GTEX-1B97I-1226-SM-7MGWQ
RES00002929	SAMN04598276	GTEX-1B97I-1526-SM-73KUK
RES00002647	SAMN04597716	GTEX-1B97I-1626-SM-73KYO
RES00002648	SAMN04598177	GTEX-1B97I-1726-SM-7939V
RES00002649	SAMN04596568	GTEX-1B97I-1826-SM-7939W
RES00002650	SAMN04598253	GTEX-1B97I-1926-SM-7DUGC
RES00002652	SAMN04598105	GTEX-1B97I-2026-SM-7DHN2
RES00002609	SAMN11826687	GTEX-1B97J-0005-SM-7MXT5
RES00002616	SAMN04596404	GTEX-1B97J-0226-SM-79392
RES00002865	SAMN04598849	GTEX-1B97J-0326-SM-7939H
RES00002745	SAMN04597970	GTEX-1B97J-0426-SM-79OLQ
RES00002735	SAMN04597003	GTEX-1B97J-0526-SM-793C2
RES00002611	SAMN11825624	GTEX-1B97J-0626-SM-7P8RU
RES00002736	SAMN11823798	GTEX-1B97J-0726-SM-7RHG3
RES00002737	SAMN11825318	GTEX-1B97J-0826-SM-7SB78
RES00002613	SAMN04597624	GTEX-1B97J-0926-SM-79ONU
RES00002741	SAMN11828984	GTEX-1B97J-1026-SM-7MXTE
RES00002612	SAMN11829144	GTEX-1B97J-1126-SM-7SB79
RES00002618	SAMN11829892	GTEX-1B97J-1226-SM-7PBZR
RES00002867	SAMN11826973	GTEX-1B97J-1326-SM-7PC2G
RES00002614	SAMN04596272	GTEX-1B97J-1426-SM-79OLR
RES00002734	SAMN04596827	GTEX-1B97J-1526-SM-79ONI
RES00002746	SAMN11828486	GTEX-1B97J-1726-SM-7MGWP
RES00002742	SAMN04595841	GTEX-1B97J-1826-SM-7IGPP
RES00002903	SAMN04597538	GTEX-1B97J-1926-SM-7IGQB
RES00003058	SAMN04595438	GTEX-1B97J-2126-SM-79OL6
RES00002558	SAMN11825834	GTEX-1B996-0006-SM-7P8OS
RES00002577	SAMN11826974	GTEX-1B996-0008-SM-EXOHY
RES00002559	SAMN11825930	GTEX-1B996-0011-R10b-SM-CJI3T
RES00002667	SAMN11829492	GTEX-1B996-0011-R1b-SM-7P8PO
RES00002723	SAMN04596594	GTEX-1B996-0011-R2a-SM-7IGON
RES00002725	SAMN11828339	GTEX-1B996-0011-R3b-SM-9QEGY
RES00002796	SAMN11828522	GTEX-1B996-0011-R4b-SM-9OSVO
RES00002659	SAMN11828444	GTEX-1B996-0011-R5a-SM-7P8PN
RES00002660	SAMN04598952	GTEX-1B996-0011-R6b-SM-793AQ
RES00002661	SAMN04598311	GTEX-1B996-0011-R7b-SM-7IGNT
RES00002662	SAMN04598772	GTEX-1B996-0011-R8b-SM-79OOS
RES00002561	SAMN11827645	GTEX-1B996-0126-SM-7PBYF
RES00002560	SAMN11829317	GTEX-1B996-0226-SM-7RHGO
RES00002562	SAMN04595706	GTEX-1B996-0326-SM-7DHMU
RES00002572	SAMN04595660	GTEX-1B996-0426-SM-7EWF8
RES00002564	SAMN04598662	GTEX-1B996-0526-SM-79OOE
RES00002563	SAMN04598644	GTEX-1B996-0626-SM-79OJP
RES00002568	SAMN04596924	GTEX-1B996-0726-SM-7IGPI
RES00002565	SAMN04596448	GTEX-1B996-1026-SM-793CF
RES00002566	SAMN04595643	GTEX-1B996-1126-SM-73KWN
RES00002586	SAMN04597815	GTEX-1B996-1226-SM-73KWZ
RES00002585	SAMN04595651	GTEX-1B996-1326-SM-731EO
RES00002663	SAMN04595465	GTEX-1B996-1426-SM-7EPIA
RES00002583	SAMN04598910	GTEX-1B996-1626-SM-7DHLZ
RES00002581	SAMN04595837	GTEX-1B996-1726-SM-7IGMW
RES00002582	SAMN11825896	GTEX-1B996-1826-SM-7MGY6
RES00002579	SAMN04597296	GTEX-1B996-2026-SM-7MKG7
RES00002570	SAMN04595622	GTEX-1B996-2326-SM-731EC
RES00002578	SAMN04598481	GTEX-1B996-2626-SM-73KZ1
RES00002588	SAMN04598130	GTEX-1B996-2726-SM-7DUGG
RES00002576	SAMN11825080	GTEX-1B996-2926-SM-7MXUH
RES00002574	SAMN04597324	GTEX-1B996-3026-SM-7MKG8
RES00002885	SAMN11826426	GTEX-1BAJH-0005-SM-7PC1R
RES00002886	SAMN11824195	GTEX-1BAJH-0008-SM-EXOI3
RES00002887	SAMN11824332	GTEX-1BAJH-0011-R10a-SM-7MXT9
RES00002888	SAMN04597098	GTEX-1BAJH-0011-R11b-SM-7IGLM
RES00002889	SAMN11824510	GTEX-1BAJH-0011-R1a-SM-7P8SV
RES00002891	SAMN04597036	GTEX-1BAJH-0011-R3a-SM-7IGNU
RES00002894	SAMN11825158	GTEX-1BAJH-0011-R6b-SM-7MXT2
RES00002946	SAMN11823668	GTEX-1BAJH-0011-R8a-SM-7MXUB
RES00002950	SAMN04597021	GTEX-1BAJH-0011-R9b-SM-7EPIQ
RES00002897	SAMN04596673	GTEX-1BAJH-0126-SM-7DHMF
RES00002951	SAMN04598930	GTEX-1BAJH-0226-SM-7EPHQ
RES00002896	SAMN04598131	GTEX-1BAJH-0326-SM-73KWM
RES00002948	SAMN04598845	GTEX-1BAJH-0426-SM-73KWY
RES00002947	SAMN04595999	GTEX-1BAJH-0526-SM-793CQ
RES00002973	SAMN11825599	GTEX-1BAJH-0626-SM-7P8OY
RES00002958	SAMN04596169	GTEX-1BAJH-0726-SM-7IGMF
RES00002952	SAMN04596554	GTEX-1BAJH-0826-SM-7EWEF
RES00002949	SAMN04598251	GTEX-1BAJH-0926-SM-79OO6
RES00002954	SAMN04597421	GTEX-1BAJH-1026-SM-7EWEG
RES00002978	SAMN11824973	GTEX-1BAJH-1126-SM-7PBYG
RES00002977	SAMN11830656	GTEX-1BAJH-1226-SM-7SB7A
RES00002953	SAMN11823602	GTEX-1BAJH-1326-SM-7RHFS
RES00002979	SAMN11826858	GTEX-1BAJH-1526-SM-7RHGI
RES00002955	SAMN04599043	GTEX-1BAJH-1626-SM-73KUV
RES00003043	SAMN04596629	GTEX-1BAJH-1826-SM-731DA
RES00002971	SAMN11823545	GTEX-1BAJH-1926-SM-7MGWM
RES00002970	SAMN11824724	GTEX-1BAJH-2026-SM-7P8OZ
RES00002898	SAMN04599160	GTEX-1BAJH-2126-SM-7EWFB
RES00002956	SAMN04596155	GTEX-1BAJH-2226-SM-7IGLK
RES00002975	SAMN04598091	GTEX-1BAJH-2326-SM-7IGMO
RES00002899	SAMN04598531	GTEX-1BAJH-2426-SM-7IGP8
RES00002974	SAMN04595562	GTEX-1BAJH-2526-SM-7IGOT
RES00002972	SAMN04598071	GTEX-1BAJH-2626-SM-7EPG6
RES00002966	SAMN04596791	GTEX-1BAJH-2726-SM-7IGNJ
RES00002900	SAMN04598686	GTEX-1BAJH-2926-SM-7EPHP
RES00002964	SAMN11824293	GTEX-1BAJH-3126-SM-7MGXY
RES00002537	SAMN11827551	GTEX-1C2JI-0006-SM-7PC3Q
RES00002620	SAMN11826613	GTEX-1C2JI-0008-SM-EXOHZ
RES00002539	SAMN04596322	GTEX-1C2JI-0326-SM-7EWFD
RES00002621	SAMN04597770	GTEX-1C2JI-0426-SM-79OOF
RES00002622	SAMN04597304	GTEX-1C2JI-0526-SM-7EWEQ
RES00002623	SAMN04596872	GTEX-1C2JI-0626-SM-7DHM1
RES00002547	SAMN04598233	GTEX-1C2JI-0826-SM-7EPHB
RES00002542	SAMN04597549	GTEX-1C2JI-0926-SM-731F1
RES00002548	SAMN04598453	GTEX-1C2JI-1026-SM-73KY1
RES00002544	SAMN04595585	GTEX-1C2JI-1126-SM-731FH
RES00002543	SAMN04595962	GTEX-1C2JI-1226-SM-7DHM2
RES00002545	SAMN04596863	GTEX-1C2JI-1326-SM-7IGMX
RES00002551	SAMN04599145	GTEX-1C2JI-1626-SM-7EPHC
RES00002549	SAMN04597110	GTEX-1C2JI-1726-SM-73KUW
RES00002555	SAMN04596293	GTEX-1C2JI-1826-SM-73KXC
RES00002624	SAMN04596697	GTEX-1C2JI-1926-SM-73KXO
RES00002556	SAMN04597843	GTEX-1C2JI-2126-SM-793CG
RES00002554	SAMN04598649	GTEX-1C2JI-2226-SM-7IGPJ
RES00002748	SAMN11829241	GTEX-1C475-0006-SM-9MQL7
RES00002749	SAMN11830378	GTEX-1C475-0008-SM-EXOI1
RES00002852	SAMN04597496	GTEX-1C475-0126-SM-731DC
RES00002761	SAMN11824258	GTEX-1C475-0226-SM-7MGXM
RES00002849	SAMN11824305	GTEX-1C475-0326-SM-7SB8O
RES00002848	SAMN11825729	GTEX-1C475-0426-SM-7P8OU
RES00002846	SAMN04597753	GTEX-1C475-0526-SM-793AC
RES00002908	SAMN04597113	GTEX-1C475-0626-SM-73KV9
RES00002845	SAMN04598232	GTEX-1C475-0726-SM-73KVL
RES00002847	SAMN04598742	GTEX-1C475-0826-SM-793AD
RES00002756	SAMN04596216	GTEX-1C475-0926-SM-7MKFI
RES00002844	SAMN04597251	GTEX-1C475-1026-SM-7MKFJ
RES00002843	SAMN11830783	GTEX-1C475-1126-SM-7MGY7
RES00002759	SAMN11827934	GTEX-1C475-1226-SM-7SB72
RES00002754	SAMN11828904	GTEX-1C475-1326-SM-7SB73
RES00002851	SAMN04597954	GTEX-1C475-1426-SM-793CH
RES00002850	SAMN04597863	GTEX-1C475-1526-SM-7DHM3
RES00002758	SAMN04598494	GTEX-1C475-1626-SM-731FP
RES00002841	SAMN04597316	GTEX-1C475-1726-SM-73KVX
RES00002750	SAMN04598023	GTEX-1C475-1826-SM-73KWA
RES00002751	SAMN04597584	GTEX-1C475-1926-SM-7DUFV
RES00002752	SAMN04598148	GTEX-1C475-2026-SM-793CI
RES00002753	SAMN11823983	GTEX-1C475-2126-SM-7PBXU
RES00002697	SAMN04596886	GTEX-1C4CL-0005-SM-7MKF3
RES00002698	SAMN11824278	GTEX-1C4CL-0008-SM-EXOI2
RES00002719	SAMN04597211	GTEX-1C4CL-0126-SM-7IGN5
RES00002718	SAMN04598056	GTEX-1C4CL-0326-SM-7DHMH
RES00002722	SAMN04596954	GTEX-1C4CL-0426-SM-7939N
RES00002721	SAMN04596846	GTEX-1C4CL-0526-SM-73KVK
RES00002701	SAMN04598007	GTEX-1C4CL-0626-SM-731DM
RES00002703	SAMN04596531	GTEX-1C4CL-0726-SM-7IGP9
RES00002700	SAMN04598019	GTEX-1C4CL-0826-SM-7EWEZ
RES00002707	SAMN04596559	GTEX-1C4CL-0926-SM-79OL2
RES00002762	SAMN04595493	GTEX-1C4CL-1226-SM-7DUFT
RES00002706	SAMN04595698	GTEX-1C4CL-1426-SM-793CT
RES00002705	SAMN11829556	GTEX-1C4CL-1526-SM-7MGX4
RES00002712	SAMN04596295	GTEX-1C4CL-1626-SM-7DUF3
RES00002716	SAMN04597088	GTEX-1C4CL-1926-SM-731DY
RES00002717	SAMN04596932	GTEX-1C4CL-2026-SM-731EB
RES00002711	SAMN04597123	GTEX-1C4CL-2126-SM-7IGQC
RES00002537	SAMN11829735	GTEX-1C64N-0005-SM-7PBY7
RES00002620	SAMN11826396	GTEX-1C64N-0008-SM-EXUR6
RES00002630	SAMN11826980	GTEX-1C64N-0011-R11b-SM-7P8Q6
RES00002904	SAMN11829710	GTEX-1C64N-0011-R1b-SM-7P8Q7
RES00002632	SAMN04598560	GTEX-1C64N-0011-R6a-SM-7IGO9
RES00002633	SAMN04597762	GTEX-1C64N-0011-R7a-SM-7IGOI
RES00002634	SAMN11825254	GTEX-1C64N-0011-R8b-SM-7MGXE
RES00002555	SAMN04597611	GTEX-1C64N-0126-SM-793D7
RES00002556	SAMN11826497	GTEX-1C64N-0326-SM-7P8QC
RES00002557	SAMN11828773	GTEX-1C64N-0426-SM-7PC31
RES00002624	SAMN11824703	GTEX-1C64N-0526-SM-7PC32
RES00002623	SAMN11824914	GTEX-1C64N-0826-SM-7RHGQ
RES00002539	SAMN04598880	GTEX-1C64N-1026-SM-79ONM
RES00002547	SAMN11825539	GTEX-1C64N-1326-SM-7SB7D
RES00002549	SAMN11830743	GTEX-1C64N-2226-SM-7SB7C
RES00002548	SAMN11825835	GTEX-1C64N-2626-SM-7PC2N
RES00002553	SAMN04596782	GTEX-1C64N-2826-SM-7IGP5
RES00002637	SAMN04598088	GTEX-1C64N-2926-SM-79OLM
RES00002626	SAMN11827983	GTEX-1C64N-3026-SM-7MGVU
RES00002638	SAMN04595504	GTEX-1C64N-3126-SM-79OO3
RES00002625	SAMN11825115	GTEX-1C64N-3226-SM-7P8SN
RES00002558	SAMN11829972	GTEX-1C64O-0006-SM-7PC22
RES00002577	SAMN11826061	GTEX-1C64O-0008-SM-EXUR5
RES00002560	SAMN11828566	GTEX-1C64O-0126-SM-7SB8P
RES00002561	SAMN04598074	GTEX-1C64O-0226-SM-73KXB
RES00002562	SAMN04596829	GTEX-1C64O-0326-SM-73KVW
RES00002564	SAMN11826933	GTEX-1C64O-0426-SM-7SB8Q
RES00002563	SAMN04596391	GTEX-1C64O-0526-SM-793D6
RES00002573	SAMN04597067	GTEX-1C64O-0626-SM-7DHL1
RES00002589	SAMN04597775	GTEX-1C64O-0726-SM-7DUFU
RES00002566	SAMN04596657	GTEX-1C64O-0826-SM-79OKZ
RES00002565	SAMN04597582	GTEX-1C64O-0926-SM-79OLN
RES00002580	SAMN11829956	GTEX-1C64O-1026-SM-7PC3L
RES00002664	SAMN04595992	GTEX-1C64O-1126-SM-7IGMY
RES00002568	SAMN04598781	GTEX-1C64O-1226-SM-79OOC
RES00002572	SAMN11829403	GTEX-1C64O-1326-SM-7MGWR
RES00002585	SAMN04596999	GTEX-1C64O-1426-SM-7EWER
RES00002569	SAMN04595404	GTEX-1C64O-1626-SM-731EN
RES00002581	SAMN04596365	GTEX-1C64O-1726-SM-73KW9
RES00002582	SAMN04595520	GTEX-1C64O-1826-SM-7DHM4
RES00002583	SAMN04595566	GTEX-1C64O-1926-SM-79ONP
RES00002571	SAMN04597817	GTEX-1C64O-2026-SM-7IGPA
RES00002570	SAMN04597350	GTEX-1C64O-2126-SM-7IGPB
RES00002584	SAMN04596294	GTEX-1C64O-2226-SM-73KTV
RES00002578	SAMN04597768	GTEX-1C64O-2326-SM-73KU8
RES00002588	SAMN11824170	GTEX-1C64O-2426-SM-7P8R3
RES00002587	SAMN04598076	GTEX-1C64O-2526-SM-79ONO
RES00002537	SAMN11825559	GTEX-1C6VQ-0005-SM-7P8OR
RES00002620	SAMN11823804	GTEX-1C6VQ-0008-SM-EXUR8
RES00002629	SAMN11829915	GTEX-1C6VQ-0011-R10b-SM-7P8Q1
RES00002904	SAMN11826098	GTEX-1C6VQ-0011-R1a-SM-7P8Q2
RES00002635	SAMN11825991	GTEX-1C6VQ-0011-R9a-SM-7SB85
RES00002555	SAMN11823663	GTEX-1C6VQ-0126-SM-7P8RI
RES00002554	SAMN11825507	GTEX-1C6VQ-0226-SM-7P8S5
RES00002556	SAMN04598245	GTEX-1C6VQ-0326-SM-7DHMS
RES00002627	SAMN04598871	GTEX-1C6VQ-0426-SM-79OOX
RES00002539	SAMN11826350	GTEX-1C6VQ-0526-SM-7MGWD
RES00002557	SAMN04596755	GTEX-1C6VQ-0626-SM-7EPHE
RES00002624	SAMN04598861	GTEX-1C6VQ-0726-SM-7EPI6
RES00002623	SAMN11826224	GTEX-1C6VQ-0826-SM-7PBZT
RES00002622	SAMN04597411	GTEX-1C6VQ-1126-SM-7EWET
RES00002548	SAMN04596387	GTEX-1C6VQ-1226-SM-73KYD
RES00002621	SAMN04595750	GTEX-1C6VQ-1326-SM-7939X
RES00002547	SAMN04596259	GTEX-1C6VQ-1526-SM-73KU9
RES00002636	SAMN04598564	GTEX-1C6VQ-1626-SM-79OO1
RES00002542	SAMN04597989	GTEX-1C6VQ-1726-SM-7IGLQ
RES00002544	SAMN04595650	GTEX-1C6VQ-1826-SM-7EWEH
RES00002543	SAMN11827473	GTEX-1C6VQ-1926-SM-7MGVR
RES00002545	SAMN04599016	GTEX-1C6VQ-2026-SM-79OOH
RES00002541	SAMN04596099	GTEX-1C6VQ-2126-SM-7IGNL
RES00002828	SAMN04596909	GTEX-1C6VQ-2326-SM-7IGN1
RES00002552	SAMN04596045	GTEX-1C6VQ-2426-SM-7EWEU
RES00002549	SAMN04597171	GTEX-1C6VQ-2626-SM-7IGMQ
RES00002551	SAMN04597035	GTEX-1C6VQ-2726-SM-73KUL
RES00002626	SAMN04598962	GTEX-1C6VQ-3026-SM-7IGPU
RES00002625	SAMN04597086	GTEX-1C6VQ-3126-SM-7MKGH
RES00002558	SAMN04595601	GTEX-1C6VR-0005-SM-7MKF7
RES00002559	SAMN11825887	GTEX-1C6VR-0011-R10b-SM-7P8QA
RES00002667	SAMN11826184	GTEX-1C6VR-0011-R1a-SM-7MXUE
RES00002723	SAMN11825345	GTEX-1C6VR-0011-R2a-SM-7RHGZ
RES00002796	SAMN11824100	GTEX-1C6VR-0011-R4b-SM-9QEGZ
RES00002659	SAMN11826295	GTEX-1C6VR-0011-R5a-SM-9QEH1
RES00002660	SAMN11826669	GTEX-1C6VR-0011-R6a-SM-7MXU8
RES00002662	SAMN11829063	GTEX-1C6VR-0011-R8b-SM-7MXUF
RES00002572	SAMN11828206	GTEX-1C6VR-0126-SM-7RHGB
RES00002567	SAMN04596831	GTEX-1C6VR-0426-SM-7IGN6
RES00002568	SAMN04597840	GTEX-1C6VR-0626-SM-79OOY
RES00002573	SAMN11827392	GTEX-1C6VR-0726-SM-7P8OV
RES00002586	SAMN04598516	GTEX-1C6VR-1126-SM-7EPHD
RES00002570	SAMN04598490	GTEX-1C6VR-1526-SM-7MKG9
RES00002560	SAMN04597784	GTEX-1C6VR-2426-SM-79OLD
RES00002562	SAMN04597295	GTEX-1C6VR-2526-SM-7DHMT
RES00002561	SAMN11826466	GTEX-1C6VR-2626-SM-7MGX2
RES00002564	SAMN04598565	GTEX-1C6VR-2726-SM-79OM7
RES00002563	SAMN04597416	GTEX-1C6VR-2826-SM-7EWEE
RES00002576	SAMN04597451	GTEX-1C6VR-3026-SM-7IGLW
RES00002574	SAMN11826198	GTEX-1C6VR-3126-SM-7MXTT
RES00002558	SAMN11830637	GTEX-1C6VS-0005-SM-7MGWG
RES00002577	SAMN11827404	GTEX-1C6VS-0008-SM-EXOI4
RES00002659	SAMN11830284	GTEX-1C6VS-0011-R5a-SM-7MXU9
RES00002797	SAMN11830141	GTEX-1C6VS-0011-R9b-SM-9WG5W
RES00002562	SAMN11829411	GTEX-1C6VS-0126-SM-7PC2H
RES00002564	SAMN11828297	GTEX-1C6VS-0226-SM-7SB7B
RES00002563	SAMN11823806	GTEX-1C6VS-0326-SM-7MGX5
RES00002561	SAMN04596032	GTEX-1C6VS-0426-SM-79OJV
RES00002560	SAMN04596118	GTEX-1C6VS-0526-SM-7DUEN
RES00002589	SAMN04597950	GTEX-1C6VS-0726-SM-7EPHF
RES00002567	SAMN04595486	GTEX-1C6VS-0826-SM-7EWEI
RES00002570	SAMN04596119	GTEX-1C6VS-1126-SM-7EWEW
RES00002568	SAMN04597236	GTEX-1C6VS-1226-SM-79OO2
RES00002586	SAMN04597497	GTEX-1C6VS-1826-SM-73KXN
RES00002574	SAMN04598994	GTEX-1C6VS-2926-SM-7EWEV
RES00002575	SAMN04597287	GTEX-1C6VS-3026-SM-79OLA
RES00002577	SAMN11830380	GTEX-1C6WA-0008-SM-EXUR7
RES00002725	SAMN11829216	GTEX-1C6WA-0011-R3a-SM-9OSVP
RES00002796	SAMN11828691	GTEX-1C6WA-0011-R4a-SM-9QEH2
RES00002659	SAMN11829594	GTEX-1C6WA-0011-R5a-SM-9WG5X
RES00002660	SAMN11827018	GTEX-1C6WA-0011-R6a-SM-7PBYP
RES00002661	SAMN11826544	GTEX-1C6WA-0011-R7b-SM-7P8S8
RES00002662	SAMN11826835	GTEX-1C6WA-0011-R8b-SM-7P8S7
RES00002560	SAMN11827658	GTEX-1C6WA-0126-SM-7PC2B
RES00002561	SAMN04596918	GTEX-1C6WA-0226-SM-7IGPO
RES00002562	SAMN04598389	GTEX-1C6WA-0326-SM-7DUGE
RES00002563	SAMN11830461	GTEX-1C6WA-0426-SM-7PC2C
RES00002564	SAMN04596181	GTEX-1C6WA-0526-SM-7IGNZ
RES00002568	SAMN04597946	GTEX-1C6WA-0726-SM-7IGQ5
